rc1,rc2,rc3,zs1,zs2,zs3,nfp,etabar,B2c,p2,axis_lenght,iota,max_elongation,min_L_grad_B,min_R0,r_singularity,L_grad_grad_B,B20_variation,beta,DMerc_times_r2
-0.5272394414276672,0.0153756343689616,-0.0081506187901995,0.5541365016382159,-0.0162251161069546,0.0029080270141783,6.0,1.010591468537234,-0.0498367246706433,-1961356.4238103605,21.440441773072216,4.941766378074164,4.017626508473876,0.4669404511685345,0.4799855741510944,0.0651823422246456,0.2259501108575979,1.9420689956001824,0.0104719198705453,-45.21404268622437
0.347126884032186,0.0078911389831615,-0.0052426747017775,-0.4058800244583647,-0.0108458962094444,-0.0007034262749318,7.0,-1.402951622050688,-1.699489751459851,-639738.3338000049,17.805102767251594,5.31604841799261,4.270853518013023,0.3171715598978936,0.6660069296527531,0.138387391897874,0.1656457647279818,3.8960247911812913,0.0153959073157792,1.2261053937110007
-0.6374384194464718,-0.0090822959096526,0.0019384982553079,-0.6760722765454718,-0.0209279327611328,0.0206351390150688,3.0,-0.8201545907704954,1.312793462919289,-566157.8736309987,14.17636934146688,-2.288352562694867,6.639082422424884,0.4659696114770303,0.3554177828991833,0.0882771044036562,0.2303097919446428,3.554097794091952,0.005544259817506,-2.660229214453357
-0.3875344055731211,0.0361728981889366,0.0046439440966818,-0.3901641871206998,0.0374756120032837,0.0047284493224713,9.0,1.2036157981340985,2.52763179588778,-1191068.866909295,23.08981626940509,-7.778524211996824,4.589000375802355,0.3664561130152615,0.6532824367124965,0.0642738970038511,0.1751675222694382,1.446562705135217,0.0061832385492765,-28.31470836308759
-0.6869263291812379,0.0737553143084336,-0.0239004321175547,0.7566211120528816,-0.0771909869778411,0.0420762346594151,3.0,0.9097164744524328,0.6605936646811142,-343292.22197197186,15.28212603664092,2.1386926337953,4.757820261843904,0.3960671679589268,0.3629285530096408,0.0553448000673368,0.1546304142621959,3.8296996910277095,0.0013213792220174,-0.8165425599437839
0.3036240948211494,0.0205550312853671,0.0127428203411246,0.3289318851478513,0.0190944240737258,0.0122754190452657,6.0,1.3259046925221447,1.225723477429323,-853841.9953930659,13.564559089280984,-4.627059699906055,4.080141381677872,0.2590525560378821,0.7041881161230932,0.0614142128852275,0.1305258428706336,4.493390934879072,0.0040469249970213,-1.6163080017129745
0.566050787099072,0.0616383154130633,0.00530404755302,0.7172184137340697,0.0672317407498255,0.012111704547205,4.0,0.9474199365119088,1.5396377603991338,-450962.7694159493,17.581153929012387,-2.763584843400209,5.407075140766685,0.5341760250844538,0.4902834807609713,0.1098541632740066,0.2651614324675883,3.950942305505541,0.0068388581215237,-1.7892788440934926
-0.4039505660213225,-0.0030691530151358,0.0001914740661775,0.5084990525057845,-0.0001288760120599,2.8105436043484705e-05,5.0,0.980708533400976,-1.2288660521738544,-2891514.746466158,15.78661804946364,3.943380237496755,7.743297564508012,0.3637297132002876,0.5931717550297188,0.0663719858885097,0.1820292485163204,2.440952003351148,0.0160068140532824,-18.66940387877374
-0.4252192690054296,0.003862835284417,0.0008915696041144,0.3930857882129794,0.0129469577897891,0.0032147923913798,3.0,0.922125297700923,-2.674281203735021,-1973187.5478678995,10.076454375736937,2.1275756263776247,6.202183284756599,0.2619669761414331,0.5795351358831016,0.120246187330533,0.1648453470856093,4.37779396842092,0.0358526168680609,0.8932742908279385
-0.43693084618002,0.0031926628716301,-0.0024083532621489,-0.5100622081024987,-0.0125016117798906,-0.0102699653568886,5.0,-1.2744394225985056,-1.808596007514121,-2181932.722798577,16.269711488278876,-3.559522392567387,5.0234732376407685,0.3354249016147987,0.5638534634294607,0.065734557164926,0.1643627184125544,3.280871675470044,0.0118478269619124,-11.808458301471608
